ID,GovWin ID,NAME,Portfolio,Capture Lead,Business Unit,Include in Moneyball,Expected RFP Release,i3 Role,Stage,Prime Contractor,Total Value,Our Value,Win Probability,Must Win,Status,Actual RFP Release,Award Date,BD_Sales Lead,Competition Type,Complexity,Contract Type,Contract Vehicle,Contracts POC,Customer Type,Estimated Start Date,Modified By,Moneyball,NAICS,Opportunity Type,Primary Agency,Prime POC,Prime POC Email,Proposal or EWP Due,Proposals POC,RFI or IWP,TA completed,Submission Date,Estimated Completion Date,Contract Period Months,Weighted Value,Solicitation #,Solicitation Date,Technical POC,CPEG,Modified
"961",,"LRHW CONCURRENCY 22","TADSS","Zepp, Matt","VTSG","no","3/25/2022","SUB","WON","LM Space Syst","$640,000.00","$640,000.00","100%","No","Won, awaiting contract documents and kickoff meeting",,"10/3/2022",,"Sole Source",,"T&M",,,"NB","10/3/2022","tonalea.howell@i3-corps.com",,,"Organic","DOD",,,"4/15/2022",,,"Planning","4/14/2022","3/31/2023","5","$640,000",,,,"Expand","2023-02-14T16:58:43Z"
"962",,"CM TOOL PHASE 3","TADSS","Bower, Matt","VTSG","no","8/29/2022","SUB","WON","SAIC","$800,000.00","$420,000.00","100%","No",,"8/29/2022","10/15/2022",,"Sole Source",,"T&M","S3I HWIL Aviation",,"RC","1/9/2023","william.glover@i3-corps.com",,,"Organic","Army",,,"9/2/2022",,"8/8/2022","Planning","9/2/2022","1/3/2024","11","$420,000",,,,"Protect","2023-04-28T14:50:13Z"
"963",,"VTS - 15T PHASE 2","TADSS","Bower, Matt","VTSG","no","2/21/2022","SUB","WON","SAIC","$2,500,000.00","$1,905,000.00","100%","No",,"2/21/2022","4/11/2022",,"Sole Source",,"T&M","S3I HWIL Aviation",,"RC","4/11/2022","william.glover@i3-corps.com",,,"Organic","Army",,,"2/25/2022",,"1/17/2022","Planning","2/25/2022","4/11/2023","12","$1,905,000",,,,"Protect","2023-04-28T14:50:13Z"
"964",,"VTS - MTPC PHASE 4","TADSS","Bower, Matt","VTSG","no","8/15/2022","SUB","WON","SAIC","$3,200,000.00","$1,700,000.00","100%","No",,"8/15/2022","10/24/2022",,"Sole Source","Straightforward","T&M","S3I HWIL Aviation",,"RC","2/6/2023","william.glover@i3-corps.com",,,"Organic","Army",,,"8/19/2022",,"8/1/2022","Planning","8/19/2022","12/4/2023","9","$1,700,000",,,,"Protect","2023-04-28T14:50:14Z"
"965",,"PM UAS re-compete","ESI","Watts, Rick","AELS","yes","5/15/2027","PRIME","CAPTURE","i3","$100,000,000.00","$100,000,000.00","90%","Yes","Re-compete needs to be a minimum of 1.25M hours to provide adequate contract ceiling for a full 5 year PoP.
Accounts for the pricing games that are played.  One of many shaping elements to consider along the way.",,,,"F&O","Moderate","T&M","EXPRESS",,"RC","9/15/2027","hannis.watts@i3-corps.com",,"541330","Formal","Army",,,"6/15/2027",,"10/15/2026","Planning",,"9/15/2032","60","$90,000,000",,,,"Protect","2023-03-31T16:42:19Z"
"966",,"TDD Warheads re-compete","ESI","Mitchell, Ben","SET","no","3/15/2025","PRIME","CAPTURE","i3","$85,000,000.00","$85,000,000.00","90%","Yes","Shaping ideas?  PWS changes?  F&O vs SBSA?",,,"hannis.watts@i3-corps.com","F&O","Moderate","T&M","EXPRESS",,"RC","10/27/2025","william.glover@i3-corps.com",,"541715",,"Army",,,"4/15/2025",,,"Planning",,"10/27/2032","84","$76,500,000",,,,"Protect","2023-02-12T18:55:18Z"
"967","224383","AIR COMBAT TRAINING SYSTEMS","TADSS","TBD","HST","no","5/1/2023","TBD","NOBID","TBD","$1.00","$1.00","10%","No","27 SEP 22- Working contact w/ Yulista for a POC w/ the incumbent Tunista.  Frank Garcia, Gonzo, Paul working contacts to get intel on Tunista.  
Update: CBA.  Incumbent is well liked.  ",,,,"SBSA",,,"STANDALONE",,"NB","12/1/2023","william.glover@i3-corps.com",,,"Formal","Air Force",,,"6/1/2023",,,"Planning",,"12/1/2028","60","$0",,,,"Grow","2023-06-05T18:11:22Z"
"968","215677","DEVELOP UPDATE AND DELIVER TRAINING FOR THE FHWA STRUCTURES PROGRAM AREA","Orlando","Grady, Stephen","HST","no","12/1/2022","PRIME","NOBID","TBD","$1.00","$1.00","10%","No",,,"3/1/2023",,"F&O",,,"STANDALONE",,"NB","5/1/2023","william.glover@i3-corps.com",,"611430",,"Other",,,"2/1/2023",,"2/14/2022","Planning",,"5/1/2028","60","$0",,,,"Grow","2023-04-28T14:48:24Z"
"969",,"PM ASE Technical","CREWS","King, David","ITCE","no","3/15/2023","SUB","PROPSUB","Torch Technologies, Inc.","$150,000,000.00","$5,000,000.00","25%","No","5 FTE minimum","3/8/2023","10/15/2023","hannis.watts@i3-corps.com","F&O","Straightforward","T&M","EXPRESS","david.marck@i3services.onmicrosoft.com","NB","6/15/2023","david.king@i3-corps.com",,"541330","Formal","Army","Molly Terrell","Molly.Terrell@torchtechnologies.com","4/6/2023","rachel.paris@i3-corps.com",,"Yes","4/6/2023","6/15/2028","60","$1,250,000","2022T-07","3/8/2023","sam.trupiano@i3-corps.com","Grow","2023-06-28T18:45:15Z"
"970",,"Army Unified Ops","CREWS","TBD","ITCE","no","12/15/2023","SUB","CAPTURE","TBD","$100,000,000.00","$7,500,000.00","30%","No",,,,,"TBD",,,"TBD",,"NB","7/1/2024","william.glover@i3-corps.com",,,"Formal","Army",,,"1/15/2024",,,"Planning",,"7/1/2029","60","$2,250,000",,,,"Grow","2023-06-26T15:01:16Z"
"971",,"UAS Prog - EXPRESS","ESI","Watts, Rick","AELS","yes","5/1/2024","SUB","CAPTURE","TBD","$65,000,000.00","$13,000,000.00","30%","No","Building teaming strategy",,,"hannis.watts@i3-corps.com","TBD","Moderate","T&M","EXPRESS",,"NB","11/1/2024","william.glover@i3-corps.com",,"541611","Formal","Army",,,"6/1/2024",,,"Planning",,"11/2/2029","60","$3,900,000",,,,"Grow","2023-02-15T22:07:42Z"
"972","209190","Army Modernization Priorities (AMP) MAC IDIQ","TADSS","Brockhard, Doug","HST","no","10/31/2022","SUB","NOBID","Mettle Ops","$1.00","$1.00","10%","No","19 OCT 22- Working TA w/ Mettle Ops (Prime)","10/28/2022",,,"F&O",,,"IDIQ (Multiple Award)",,"NB","2/1/2023","william.glover@i3-corps.com",,,,"Army",,,"12/21/2022",,"10/31/2022","No",,"2/1/2027","48","$0",,,,"Grow","2023-04-28T14:48:24Z"
"973","3435993","MQ-25 AIR COMBAT TRAINING CONTINUUM TRAINING DEVELOPMENT","TADSS","Duus, Andy","VTSG","no","1/1/2023","TBD","NOBID","TBD","$1.00","$1.00","10%","No","10NOV22:  Govt posted that they would award a sole-source contract to Boeing, the OEM. ",,,,"TBD",,,,,"NB","7/1/2023","william.glover@i3-corps.com",,,,"Navy",,,"2/1/2023",,,"Planning",,"7/1/2028","60","$0",,,,"Grow","2023-04-28T14:48:24Z"
"974","225108","MDA MDS System Engineering and Integration (SE&I)","ESI","Mitchell, Ben","SET","no","3/1/2024","SUB","INACTIVE","BAE","$1.00","$1.00","10%","No","Discussions with BAE 10/26
Rick will follow up with Dave M and Kevin M",,,"hannis.watts@i3-corps.com","F&O","Difficult",,"STANDALONE",,"NB","10/25/2024","william.glover@i3-corps.com",,"541715","Formal","MDA",,,"4/1/2024",,"10/20/2022","Planning",,"10/25/2029","60","$0",,,,"Grow","2023-05-16T15:31:47Z"
"975","211858","SIMULATION AND ADVANCED SOFTWARE SERVICES II (SASS II)","TADSS","TBD","HST","no","12/1/2024","SUB","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"SBSA",,,,,"NB","8/1/2025","william.glover@i3-corps.com",,,,"NASA",,,"1/1/2025",,,"Planning",,"8/1/2030","60","$0",,,,"Grow","2023-06-05T15:56:57Z"
"976","225120","AIR FORCE SPECIAL OPERATIONS COMMAND AIRCREW INSTRUCTION SUPPORT FOR 492 SPECIAL OPERATIONS WING AND OPERATIONAL UNITS","TADSS","Brockhard, Doug","HST","no","9/19/2023","SUB","NOBID","TBD","$55,315.00","$20,000.00","10%","No","Ident SB to Prime.  Alpha1 (John Totty)? ",,,,"SBSA",,"FFP",,,"NB","11/30/2023","william.glover@i3-corps.com",,"541990",,"Air Force",,,"10/19/2023",,,"Planning",,"11/19/2025","23","$2,000",,,,"Grow","2023-04-28T14:48:24Z"
"977","	225138","JOINT FIRES OBSERVER COURSE FORT SILL (JFOC)","TADSS","Brockhard, Doug","HST","no","1/16/2028","SUB","IDENT","TBD","$1.00","$1.00","10%","No","Ident SB to Prime.",,"4/17/2023",,"SBSA",,"FFP","STANDALONE",,"NB","4/24/2028","doug.brockhard@i3-corps.com",,"541990","Formal","Army",,,"2/16/2028",,,"Planning",,"4/24/2033","60","$0",,,,"Grow","2023-03-06T16:59:48Z"
"978","215771","Systems Engineering Support NAWCAD","ESI","McGee, Nathan","SET","no","9/1/2023","SUB","CAPTURE","ASEC Inc","$300,000,000.00","$30,000,000.00","10%","No","Consolidation of 3 contracts (SAIC, Tekla, APC (Avian/Precise JV)).
Moved from 541330 F&O to 541715 SBSA.
Planned for single award IDIQ (2 to 5).",,,"nathan.mcgee@i3-corps.com","SBSA","Difficult",,"IDIQ (Single Award)",,"NB","2/5/2024","william.glover@i3-corps.com",,"541715","Formal","Navy",,,"10/2/2023","rachel.paris@i3-corps.com",,"Yes",,"2/5/2029","60","$3,000,000","N0042123R0007",,,"Grow","2023-06-06T15:21:12Z"
"979",,"2022 INSCOM INVICTA Technology ","CREWS","Garstang, Brian","ITCE",,"1/24/2023","PRIME","INACTIVE","i3","$1,000,000.00","$1,000,000.00","40%","No",,,,"brian.garstang@i3-corps.com","F&O",,"FFP","STANDALONE",,"NB - RFQ","2/6/2023","william.glover@i3-corps.com",,"541330","Formal","Army",,,"11/24/2022",,"10/24/2022","Planning",,"2/6/2024","12","$400,000",,,,"Create","2023-04-28T14:52:37Z"
"980",,"RTC Wind Tunnel","ESI","Mitchell, Ben","SET","no","12/1/2023","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"TBD",,,"STANDALONE",,"NB","8/1/2024","william.glover@i3-corps.com",,,"Formal","Army",,,"1/1/2024",,,"Planning",,"8/1/2029","60","$0",,,,"Create","2023-05-17T20:16:55Z"
"981",,"Grand Sky Tech Directive - RQ-4 Hangar Install (Organic)","SMS","Bowie, Mike","GTFD","no","1/1/2023","PRIME","WON","i3","$10,000,000.00","$10,000,000.00","10%","No",,,,,"TBD",,,"STANDALONE",,"NB - RFQ","8/1/2023","william.glover@i3-corps.com",,,"Organic","DOD",,,"2/1/2023",,,"Planning",,"8/1/2028","60","$1,000,000",,,,"Create","2023-06-05T14:55:14Z"
"982",,"MQ-9 Delivery at SCLA - FMS","SMS","Bowie, Mike","SkyRange","no","10/1/2023","TBD","CAPTURE","TBD","$1.00","$1.00","10%","No",,,,,"TBD",,,"STANDALONE",,"NB - RFQ","10/23/2023","daniel.robertson@i3-corps.com",,,"Formal","DOD",,,"11/1/2023",,,"Planning",,"10/23/2028","60","$0",,,,"Create","2023-06-29T03:21:43Z"
"983","208041","SMDC D3I-2 Domain 1 follow on","ESI","Mitchell, Ben","SET","no","7/26/2023","SUB","CAPTURE","SAIC","$2,600,000,000.00","$1.00","90%","No",,,,"hannis.watts@i3-corps.com","F&O","Moderate","CPFF","D3I",,"RC","2/15/2026","hannis.watts@i3-corps.com",,,"Formal","SMDC",,,"8/26/2023","rachel.paris@i3-corps.com","9/20/2021","Planning",,"2/15/2036","120","$1","PANRSA22P0000008202",,,"Grow","2023-05-26T15:21:27Z"
"984",,"PEO Aviation Technical - EXPRESS","ESI","Watts, Rick","AELS","yes","10/30/2023","SUB","CAPTURE","TBD","$55,000,000.00","$7,500,000.00","30%","No","Capture/Shaping ongoing.  Will be tightly coupled to PEO AVN HQ Prog strategy.",,,"hannis.watts@i3-corps.com","SBSA","Difficult","T&M","EXPRESS",,"NB","4/15/2024","william.glover@i3-corps.com",,"541330","Formal","Army",,,"11/30/2023",,,"Planning",,"4/15/2029","60","$2,250,000",,,,"Grow","2023-02-15T22:07:42Z"
"985","113795","HUMAN CAPITAL AND TRAINING SOLUTIONS UMBRELLA REPORT (HCATS)","CORP","Watts, Rick","CORP","no","1/1/2025","PRIME","CANCEL","i3","$1.00","$1.00","10%","No","HCATS task orders moving to OASIS+",,,,"Both",,,,,"NB","8/1/2025","william.glover@i3-corps.com",,,,"GSA",,,"2/1/2025",,,"Planning",,"8/1/2035","120","$0",,,,"Grow","2023-06-05T15:07:04Z"
"986","225297","TRANSFORMATIONAL MODEL BATTLE MANAGEMENT (TM-BM)","ESI","TBD","SET","no","6/1/2023","TBD","NOBID","TBD","$1.00","$1.00","10%","No","RFI due 12/31/2022.",,,,"TBD",,,"TBD",,"NB","1/1/2024","william.glover@i3-corps.com",,,"Formal","Air Force",,,"7/1/2023",,,"Planning",,"1/1/2029","60","$0",,,,"Grow","2023-04-17T19:23:03Z"
"987","188804","Mission Partner Environment (MPE)","CREWS","TBD","ITCE","no","9/16/2023","SUB","QUAL","TBD","$1,000,000,000.00","$1,000,000.00","20%","No",,,,,"F&O",,,"TBD",,"NB - RFQ","5/8/2024","william.glover@i3-corps.com",,,"Formal","DOD",,,"12/4/2023",,,"Planning",,"5/7/2029","59","$200,000",,,,"Grow","2023-04-24T14:00:50Z"
"988",,"Sustainment of Enterprise Application Portfolio (SEAP) for AHRC/TAGD","CREWS","Garstang, Brian","ITCE","yes","7/15/2023","SUB","CAPTURE","Exeter","$50,000,000.00","$5,000,000.00","30%","No",,"10/21/2022","3/3/2023",,"SBSA",,,"ITES-3S",,"NB","1/1/2024","david.king@i3-corps.com",,,"Formal","Army",,,"8/15/2023",,"10/28/2022","Planning",,"1/1/2029","60","$1,500,000",,,,"Grow","2023-06-28T18:53:48Z"
"989","173339","NETCOM ADCNOMS - DUPLICATE","CREWS","TBD","ITCE","no","9/6/2023","SUB","INACTIVE","TBD","$100,000,000.00","$10,000,000.00","30%","No",,,,,"F&O",,,"TBD",,"NB - RFQ","6/1/2024","william.glover@i3-corps.com",,,"Formal","Army",,,"10/6/2023",,"6/9/2023","Planning",,"5/31/2029","59","$3,000,000",,,,"Grow","2023-06-05T15:30:57Z"
"990",,"iMPOWER - FBI","CREWS","Garstang, Brian","ITCE","no","6/1/2023","PRIME","CAPTURE","i3","$10,000,000.00","$10,000,000.00","50%","No",,,,,"TBD",,,"STANDALONE",,"NB","1/1/2024","william.glover@i3-corps.com",,,"Formal","DOD",,,"7/1/2023",,,"Planning",,"1/2/2029","60","$5,000,000",,,,"Create","2023-04-03T20:00:57Z"
"991","209402","Software Maintenance of Fielded Training Systems (SWMFTS)","Orlando","McGee, Nathan","HST","yes","5/1/2023","SUB","PROPSUB","DCRevTECH JV","$75,000,000.00","$5,000,000.00","10%","No","6/9/2023: DCRevTech submitted their proposal response. 
6/7/2023: i3 submitted unsanitized pricing on the PIEE website. 
5/3/2023: Kickoff meeting with DCRevTECH JV team; answering data calls
5/1/2023: RFP released
3/9/2023: Draft solicitation released
12/1/2022: Industry Day Presentation PDF posted on GovWin","4/28/2023",,,"SBSA",,"CPFF","STANDALONE","jennifer.stanley@i3-corps.com","NB","12/28/2023","rachel.paris@i3-corps.com",,"541511","Formal","Navy","Peter Choi","PCHOI@colsa.com","6/12/2023","tonalea.howell@i3-corps.com",,"Yes","6/9/2023","12/28/2028","60","$500,000","N6134022R0058","5/1/2023","doug.brockhard@i3-corps.com","Grow","2023-06-28T16:03:53Z"
"992",,"IFPC HEL FULL EFFORT 23","TADSS","Zepp, Matt","VTSG","no","1/31/2023","SUB","PROPSUB","Dynetics, Inc.","$2,000,000.00","$2,000,000.00","90%","No","3/21/23 - Work currently on hold pending GOV/OEM working out funding issues. Expected to begin May/June timeframe.",,"1/2/2023",,"Sole Source",,"T&M","Purchase Order",,"NB","1/2/2023","matthew.bower@i3-corps.com",,,"Organic","Army",,,"7/1/2022",,,"Planning","6/30/2022","10/28/2024","21","$1,800,000",,,,"Create","2023-06-28T23:23:36Z"
"993",,"HIGH POWER MICROWAVE NET TRAINING","TADSS","Zepp, Matt","VTSG","no","8/10/2023","SUB","CAPTURE","TBD","$1,500,000.00","$1,500,000.00","75%","No","1/25: Have had several productive discussions with Epirus team. Budgetary data sent to Epirus for review and follow-up discussion
11/14:  NDA fully executed
11/7: Working NDA with Epirus - HPM Prime. Expecting ~1.5M effort from JAN-August
6.27.2023: No big movement. ",,"5/1/2023",,"Sole Source",,,"TBD",,"NB","10/1/2023","william.glover@i3-corps.com",,,"Organic","Army",,,"9/10/2023",,,"Planning",,"1/1/2024","3","$1,125,000",,,,"Expand","2023-07-10T14:25:02Z"
"994",,"CONVENTIONAL PROMPT STRIKE SUBMARINE","TADSS","Zepp, Matt","VTSG","no","12/29/2023","SUB","IDENT","LM Space Syst","$3,000,000.00","$3,000,000.00","75%","No","11/7: Same logistics team as Zumwalt CPS. They intend to use i3 for training, timeline completely unknown. 
6.27.2023: No update but watching closely",,"2/26/2024",,"TBD",,,"TBD",,"NB","2/26/2024","matthew.bower@i3-corps.com",,,"Organic","Navy",,,"2/2/2024",,,"Planning",,"11/2/2025","20","$2,250,000",,,,"Create","2023-06-28T23:25:00Z"
"995",,"LRHW MULTIPLAYER","TADSS","Zepp, Matt","VTSG","yes","1/28/2023","SUB","CANCEL","LM Space Syst","$600,000.00","$600,000.00","1%","No","2/14: Received confirmation that we will be getting funding for this effort in addition to the LRHW VR effort; total i3 value is $1.48M (for both efforts)
6.27.2023: On contract and executing. P.O From Lockheed. First deliverable due this summer. ",,"4/3/2023",,"Sole Source",,"T&M","TBD",,"NB","4/3/2023","jeremy.reddoch@i3-corps.com",,,"Organic","Army",,,"11/11/2022",,,"Planning","11/8/2022","10/27/2023","6","$6,000",,,,"Expand","2023-06-27T15:07:17Z"
"996","215677","DOT, Federal Highway Administration (FHWA)","TADSS","Brockhard, Doug","HST","no","12/15/2023","PRIME","NOBID","i3","$1,000,000.00","$1,000,000.00","10%","No","09 NOV: NDA w/ Kaptivate working.  They have DOT P2.  Working meeting at I/ITSC.  ",,"3/16/2023",,"F&O",,,,,"NB","4/16/2023","william.glover@i3-corps.com",,,,"Other",,,"4/13/2023",,,"Planning",,"4/16/2028","60","$100,000",,,,"Create","2023-04-28T14:52:52Z"
"997","214483","ARMY VIRTUAL LEARNING ENVIRONMENT SERVICES (AVLE 2.0)","TADSS","McGee, Nathan","VTSG","yes","7/1/2023","SUB","PROPPREP","PIE","$99,000,000.00","$7,000,000.00","20%","No","8a. SBSA,  Shelley Bond, Pamunkey Industry Enterprises.  ","6/26/2023",,"nathan.mcgee@i3-corps.com","SBSA","Straightforward","FFP","IDIQ (Single Award)","jennifer.stanley@i3-corps.com","NB","8/24/2023","rachel.paris@i3-corps.com",,"541511","Formal","Army","Meg Harrison","meg.harrison@pie-ps.com","7/26/2023","tonalea.howell@i3-corps.com","5/19/2022","Planning",,"8/24/2028","60","$1,400,000","W911S023RMCTU","6/26/2023","jeremy.reddoch@i3-corps.com","Grow","2023-06-28T16:18:50Z"
"998",,"INSCOM INVICTA (Vulcan)","CREWS","Garstang, Brian","ITCE","no","1/4/2023","PRIME","NOBID","i3","$2,000,000.00","$2,000,000.00","40%","No","see attachment - change Stage to Inactive?",,,,"TBD",,,"STANDALONE",,"NB","6/4/2023","william.glover@i3-corps.com",,,"Formal","Army",,,"2/4/2023",,"11/24/2022","Planning",,"6/3/2024","11","$800,000",,,,"Grow","2023-03-08T16:54:37Z"
"999","14241002","TECHNICAL SUPPORT FOR PROTOTYPE INTEGRATION FACILITY (PIF)","ESI","Watts, Rick","SET","no","10/1/2024","TBD","IDENT","TBD","$1.00","$1.00","10%","No","BAH is current incumbent. Subs and government are unhappy. Good opportunity for key hire and shaping.
Ben Mitchell to set up mtg with Ben T.",,,,"F&O",,,"EXPRESS",,"NB","8/1/2025","william.glover@i3-corps.com",,,"Formal","Army",,,"2/1/2025",,,"Planning",,"3/1/2029","43","$0",,,,"Expand","2023-06-05T15:25:37Z"
"1000",,"MQ9 IAC MAC 2023","TADSS","Rehome, Paul","VTSG",,"1/31/2023","PRIME","WON","i3","$3,007,678.00","$307,678.00","100%","No","Incrementally funded; total as of 5/8/23:  $3,007,678.00
12/1/22 (Mod 001):  $495,000.00
7/15/22 (Mod 002):  $198,000.00
8/17/22 (Mod 003):  $396,000.00
9/29/22 (Mod 004):  $247,500.00
11/28/22 (Mod 005): $582,178.00
4/4/23 (Mod 006):  $1,089,000.00

Customer is waiting to ID funding; should know their funding amounts around July-Aug to determine if funding will be available.",,"1/2/2023",,"F&O",,"CPFF","IAC MAC",,"RC","1/3/2023","tonalea.howell@i3-corps.com",,,"Organic","Air Force",,,"12/27/2023",,,"Planning","10/27/2022","12/29/2023","11","$307,678",,,,"Expand","2023-05-08T18:41:35Z"
"1001",,"MQ9 IAC MAC 2024","TADSS","Rehome, Paul","VTSG",,"1/1/2024","PRIME","CAPTURE","i3","$3,000,000.00","$2,700,000.00","85%","No",,,"1/1/2024",,"F&O",,"CPFF","IAC MAC",,"RC","1/1/2024","tonalea.howell@i3-corps.com",,,"Formal","Air Force",,,"12/29/2023",,,"Planning",,"12/31/2024","11","$2,295,000",,,,"Expand","2023-05-23T19:37:20Z"
"1002",,"MQ9 IAC MAC 2025","TADSS","Rehome, Paul","VTSG",,"1/30/2025","PRIME","CAPTURE","i3","$3,000,000.00","$2,700,000.00","75%","No",,,"1/2/2025",,"TBD",,,"IAC MAC",,"RC","1/2/2025","ronald.steeg@i3-corps.com",,,"Formal","Air Force",,,"12/30/2024",,,"Planning",,"12/30/2025","11","$2,025,000",,,,"Expand","2023-03-21T21:32:24Z"
"1003","184301","AF-Enterprise Cyber Capabilities (EC2) - Small (DC RevTECH)","CREWS","Garstang, Brian","ITCE","no","9/26/2022","SUB","PROPSUB","DCRevTECH JV","$5,300,000,000.00","$1.00","10%","No",,"9/26/2022",,,"SBSA",,,"IDIQ (Multiple Award)","jennifer.stanley@i3-corps.com","NB","6/5/2023","william.glover@i3-corps.com",,"541330","Formal","Air Force","Kat Cowen","kcowan@colsa.com","1/6/2023","rachel.paris@i3-corps.com",,"Planning","1/6/2023","6/5/2033","120","$0","FA877322R0005","9/26/2022","brian.garstang@i3-corps.com","Grow","2023-04-28T14:52:53Z"
"1004","184301","AF - Enterprise Cyber Capabilities (EC2) - Large (Smartronix)","CREWS","Garstang, Brian","ITCE","no","9/26/2022","SUB","PROPSUB","Smartronix","$5,300,000,000.00","$1.00","10%","No",,,,,"F&O",,,"IDIQ (Multiple Award)",,"NB","6/5/2023","william.glover@i3-corps.com",,,"Formal","Air Force",,,"1/6/2023",,,"Planning","1/6/2023","6/5/2033","120","$0",,,,"Grow","2023-04-28T14:53:41Z"
"1005",,"DARPA CASTLE","CREWS","Garstang, Brian","ITCE","no","1/16/2023","SUB","LOST","Datamachines","$5,000,000.00","$1,500,000.00","25%","No",,"10/21/2022","4/5/2023",,"TBD",,"CPFF","BAA","david.marck@i3services.onmicrosoft.com","NB","6/2/2023","hannis.watts@i3-corps.com",,"541715","Formal","DOD","Lindsay Mercer","lindsaymercer@datamachines.io","12/22/2022","rachel.paris@i3-corps.com",,"Planning","1/22/2023","6/1/2025","23","$375,000","HR001123S0002","10/21/2022","brian.garstang@i3-corps.com","Grow","2023-04-06T16:22:58Z"
"1006",,"APACHE MTPC 23","TADSS","Bower, Matt","VTSG","no","1/1/2023","SUB","WON","SAIC","$2,000,000.00","$1,300,000.00","100%","No",,,"5/15/2023",,"F&O",,,"S3I HWIL Aviation",,"RC","1/2/2023","matthew.bower@i3-corps.com",,,"Organic","Army",,,"11/30/2021",,,"Planning","11/29/2021","7/31/2023","6","$1,300,000",,,,"Protect","2023-07-05T17:14:06Z"
"1007",,"CPS ZUMWALT 23","TADSS","Zepp, Matt","VTSG","no","1/1/2023","SUB","PROPSUB","LM Space Syst","$3,000,000.00","$3,000,000.00","100%","No","5/8: Still negotiating fee
4/19: Lockheed Martin has offered; i3 has counter-offered; hours have been agreed on; negotiating fee; anticipate starting work 5/1 ",,"5/1/2023",,"Sole Source",,,"TBD",,"RC","7/28/2022","tonalea.howell@i3-corps.com",,,"Organic","Navy",,,"11/29/2022",,,"Planning","11/28/2022","6/1/2026","46","$3,000,000",,,,"Expand","2023-05-08T19:59:03Z"
"1008",,"CPS ZUMWALT 24","TADSS","Zepp, Matt","VTSG","no","11/30/2024","SUB","CAPTURE","LM Space Syst","$1,400,000.00","$1,400,000.00","100%","No",,,"1/2/2024",,"Sole Source",,,"TBD",,"RC","1/3/2024","hannis.watts@i3-corps.com",,,"Organic","Navy",,,"11/29/2024",,,"Planning","11/28/2022","12/31/2024","11","$1,400,000",,,,"Expand","2023-01-29T17:04:57Z"
"1009",,"IFPC HEL FULL EFFORT 24","TADSS","Zepp, Matt","VTSG","no","1/1/2024","SUB","CAPTURE","Dynetics, Inc.","$2,000,000.00","$2,000,000.00","80%","No",,,"1/2/2024",,"Sole Source",,,"IDIQ (Multiple Award)",,"RC","1/3/2024","william.glover@i3-corps.com",,,"Organic","Army",,,"2/1/2024",,,"Planning","11/29/2022","12/30/2024","11","$1,600,000",,,,"Expand","2023-02-13T19:48:58Z"
"1010",,"LRHW CONCURRENCY 23","TADSS","Zepp, Matt","VTSG","no","1/1/2023","SUB","PROPSUB","LM Space Syst","$1,700,000.00","$1,700,000.00","100%","No","2/17/23: Proposal was submitted
2/14/23: Proposal to be submitted 2/17
",,"5/2/2023",,"Sole Source",,,"TBD",,"RC","9/1/2023","tonalea.howell@i3-corps.com",,,"Organic","Army",,,"2/20/2023",,,"Planning","2/17/2023","9/1/2028","60","$1,700,000",,,,"Expand","2023-03-21T19:10:04Z"
"1011",,"CBAT ASE 23","TADSS","Zepp, Matt","VTSG","no","1/1/2023","SUB","CANCEL","SAIC","$2,000,000.00","$1,000,000.00","100%","No","Entry seems to be a duplicate","11/28/2022","1/2/2023",,"Sole Source",,,"S3I HWIL Aviation",,"RC","1/2/2023","tonalea.howell@i3-corps.com",,,"Organic","Army",,,"11/30/2022",,,"Planning","11/29/2022","12/30/2023","11","$1,000,000",,,,"Expand","2023-04-19T14:36:46Z"
"1012",,"iMPOWER - ISR Task Force","CREWS","Garstang, Brian","ITCE","no","9/15/2023","PRIME","CAPTURE","i3","$2,000,000.00","$2,000,000.00","50%","No",,,,,"TBD",,,"STANDALONE",,"NB","12/1/2023","william.glover@i3-corps.com",,,"Formal","Army",,,"10/15/2023",,,"Planning",,"12/1/2028","60","$1,000,000",,,,"Create","2023-06-20T15:06:20Z"
"1013","202003","Sailor 2025 - RRL","TADSS","McGee, Nathan","VTSG","yes","7/15/2023","TBD","CANCEL","TBD","$261,000,000.00","$1.00","10%","No","1/3/23:  Nathan and Steve will meet with NAWCTSD mid-January to learn more about this opportunity and discuss preferred partners with the Navy. ",,,"nathan.mcgee@i3-corps.com","F&O",,,,,"NB","3/10/2024","william.glover@i3-corps.com",,"541330",,"Navy",,,"8/15/2023",,"12/2/2022","Planning",,"3/15/2027","36","$0",,,,"Create","2023-06-05T15:48:46Z"
"1015",,"PM Fixed Wing IAC MAC","ESI","Watts, Rick","AELS","no","7/15/2023","SUB","INACTIVE","Alion","$62,000,000.00","$7,500,000.00","20%","No","1/13 update:
Alion/HII capture has been pulled out of the HSV team and Corporate now has it.  There's a good chance they will no-bid this effort.
Discussions ongoing.  ",,,"hannis.watts@i3-corps.com","F&O","Moderate","CPFF","IAC MAC",,"NB","11/15/2024","william.glover@i3-corps.com",,"541715","Formal","Army",,,"8/15/2023",,,"Planning",,"11/15/2029","60","$1,500,000",,,,"Grow","2023-03-21T18:20:57Z"
